lemma,upos,us,uk,count
semiautomatic,ADJ,/ˌsɛmaɪˌɔtəˈmætɪk/,/sˌɛmɪˌɔːtəmˈætɪk/,110372
aglow,ADV,/əˈɡɫoʊ/,/ɐɡlˈə‍ʊ/,110328
irregulars,NOUN,/ˌɪˈɹɛɡjəɫɝz/,/ɪɹˈɛɡjuːləz/,110298
erratically,ADV,/ɛˈɹætɪkɫi/,/ɛɹˈætɪkli/,110253
unapologetic,ADJ,/ˌənəˌpɑɫəˈdʒɛtɪk/,/ʌnɐpˌɒləd‍ʒˈɛtɪk/,110245
teleological,ADJ,/ˌtiɫiəˈɫɔdʒɪkəɫ/,/tˌɛlɪəlˈɒd‍ʒɪkə‍l/,110189
quarterdeck,NOUN,/ˈkwɔɹtɝˌdɛk/,/kwˈɔːtədˌɛk/,110089
reticence,NOUN,/ˈɹɛtɪsəns/,/ɹˈɛtɪsəns/,110077
bicker,NOUN,/ˈbɪkɝ/,/bˈɪkɐ/,110055
faller,NOUN,/ˈfɔɫɝ/,/fˈɔːlɐ/,110048
rondeau,X,/ɹɑnˈdoʊ/,/ɹˈɒndə‍ʊ/,110045
treetop,NOUN,/ˈtɹiˌtɔp/,/tɹˈiːtɒp/,110029
inedible,ADJ,/ˌɪˈnɛdəbəɫ/,/ɪnˈɛdəbə‍l/,109982
untangling,ADJ,/ənˈtæŋɫɪŋ/,/ʌntˈæŋɡəlɪŋ/,109947
vilification,NOUN,/ˌvɪɫəfəˈkeɪʃən/,/vˌɪlɪfɪkˈe‍ɪʃən/,109928
unfashionable,ADJ,/ənˈfæʃənəbəɫ/,/ʌnfˈæʃənəbə‍l/,109922
sceptic,ADJ,/ˈskɛptɪk/,/skˈɛptɪk/,109871
gorgon,NOUN,/ˈɡɔɹɡən/,/ɡˈɔːɡən/,109834
velodrome,NOUN,/ˌvɛɫoʊˈdɹoʊm/,/vˈɛlədɹˌə‍ʊm/,109806
vociferous,ADJ,/voʊˈsɪfɝəs/,/və‍ʊsˈɪfəɹəs/,109805
headfirst,ADJ,/ˈhɛdˈfɝst/,/hɛdfˈɜːst/,109763
childe,NOUN,/ˈtʃɪɫd/,/t‍ʃˈa‍ɪldɐ/,109731
spiritualist,NOUN,/ˈspɪɹɪˌtʃuəˌɫɪst/,/spˈɪɹɪt‍ʃˌuːəlˌɪst/,109698
churchman,NOUN,/ˈtʃɝtʃmən/,/t‍ʃˈɜːt‍ʃmən/,109666
coitus,NOUN,/ˈkɔɪtəs/,/kˈɔ‍ɪtəs/,109666
dentition,NOUN,/dɛnˈtɪʃən/,/dɛntˈɪʃən/,109565
smallness,NOUN,/ˈsmɔɫnəs/,/smˈɔːlnəs/,109554
fluorocarbon,NOUN,/ˌfɫɔɹoʊˈkɑɹbən/,/flˈɔːɹəkˌɑːbən/,109546
cutback,NOUN,/ˈkətˌbæk/,/kˈʌtbæk/,109520
remotest,ADJ,/ɹɪˈmoʊtəst/,/ɹɪmˈə‍ʊtəst/,109512
unforeseeable,ADJ,/ˌənfɔɹˈsiəbəɫ/,/ʌnfɔːsˈiːəbə‍l/,109474
redder,NOUN,/ˈɹɛdɝ/,/ɹˈɛdɐ/,109461
uncompleted,ADJ,/ˌənkəmˈpɫitɪd/,/ʌnkəmplˈiːtɪd/,109428
tiptoe,NOUN,/ˈtɪpˌtoʊ/,/tˈɪptə‍ʊ/,109409
fettuccine,NOUN,/ˌfɛtəˈtʃini/,/fˈɛtuːt‍ʃˌiːn/,109360
fixative,ADJ,/ˈfɪksətɪv/,/fˈɪksətˌɪv/,109355
thankless,ADJ,/ˈθæŋkɫəs/,/θˈæŋkləs/,109341
exfoliate,NOUN,/ɛksˈfoʊɫieɪt/,/ɛksfˈə‍ʊlɪˌe‍ɪt/,109335
stringency,NOUN,/ˈstɹɪndʒənsi/,/stɹˈɪnd‍ʒənsi/,109267
quale,NOUN,/ˈkweɪɫ/,/kwˈɒl/,109246
frater,NOUN,/ˈfɹeɪtɝ/,/fɹˈe‍ɪtɐ/,109238
misbehave,NOUN,/ˌmɪsbəˈheɪv/,/mɪsbɪhˈe‍ɪv/,109226
ringleader,NOUN,/ˈɹɪŋˌɫidɝ/,/ɹˈɪŋɡliːdɐ/,109165
groundnut,NOUN,/ˈɡɹaʊndˌnət/,/ɡɹˈa‍ʊndnʌt/,109131
compatriot,PART,/kəmˈpeɪtɹiət/,/kəmpˈætɹɪət/,109106
flyway,INTJ,/ˈfɫaɪˌweɪ/,/flˈa‍ɪwe‍ɪ/,109064
inoffensive,ADJ,/ˌɪnəˈfɛnsɪv/,/ɪnəfˈɛnsɪv/,108977
erudition,NOUN,/ˌɛɹəˈdɪʃən/,/ˌɛɹuːdˈɪʃən/,108974
rewire,VERB,/ɹiˈwaɪɝ/,/ɹɪwˈa‍ɪ‍ə/,108968
factional,ADJ,/ˈfækʃənəɫ/,/fˈækʃənə‍l/,108931
turpitude,NOUN,/ˈtɝpɪˌtud/,/tˈɜːpɪtjˌuːd/,108873
egalitarianism,NOUN,/iˌɡæɫəˈtɛɹiəˌnɪzəm/,/ɪɡˌælɪtˈe‍əɹi‍ənˌɪzəm/,108810
rammer,NOUN,/ˈɹæmɝ/,/ɹˈæmɐ/,108769
frivolity,NOUN,/fɹəˈvɑɫəti/,/fɹɪvˈɒlɪti/,108748
subtler,NOUN,/ˈsətəɫɝ/,/sˈʌtlɐ/,108719
inviolable,ADJ,/ˌɪnˈvaɪəɫəbəɫ/,/ɪnvˈa‍ɪ‍ələbə‍l/,108661
washy,ADV,/ˈwɑʃi/,/wˈɒʃi/,108651
thumps,NOUN,/ˈθəmps/,/θˈʌmps/,108649
outsmart,ADV,/ˈaʊtsˌmɑɹt/,/a‍ʊtsmˈɑːt/,108638
mitigates,NOUN,/ˈmɪtəˌɡeɪts/,/mˈɪtɪɡˌe‍ɪts/,108618
insufferable,ADJ,/ˌɪnˈsəfɝəbəɫ/,/ɪnsˈʌfəɹəbə‍l/,108591
usurpation,NOUN,/ˌjusɝˈpeɪʃən/,/juːzˈɜːpˈe‍ɪʃən/,108554
gook,INTJ,/ˈɡʊk/,/ɡˈʊk/,108502
staunchly,ADV,/ˈstɔntʃɫi/,/stˈɔːnt‍ʃli/,108355
scrawny,NOUN,/ˈskɹɔni/,/skɹˈɔːni/,108322
perlite,X,/ˈpɝɫaɪt/,/pˈɜːla‍ɪt/,108292
scuttlebutt,NOUN,/ˈskətəɫˌbət/,/skˈʌtə‍lbˌʌt/,108288
frugality,NOUN,/fɹuˈɡæɫəti/,/fɹuːɡˈælɪti/,108282
unsurprising,ADJ,/ənsɝˈpɹaɪzɪŋ/,/ʌnsəpɹˈa‍ɪzɪŋ/,108269
misinterpret,X,/mɪsɪnˈtɝpɹət/,/mˌɪsɪntˈɜːpɹɪt/,108247
loth,NOUN,/ˈɫɑθ/,/lˈɒθ/,108245
undisciplined,ADJ,/ənˈdɪsɪpɫɪnd/,/ʌndˈɪsɪplˌɪnd/,108244
stricture,NOUN,/ˈstɹɪktʃɝ/,/stɹˈɪkt‍ʃɐ/,108171
disinvestment,NOUN,/dɪsɪnˈvɛsmənt/,/dˌɪsɪnvˈɛstmənt/,108155
disappointingly,ADV,/dɪsəˈpɔɪnɪŋɫi/,/dˌɪsɐpˈɔ‍ɪntɪŋli/,108153
alleyways,ADV,/ˈæɫiˌweɪz/,/ˈælɪwˌe‍ɪz/,108151
daiquiri,NOUN,/ˈdækɝi/,/de‍ɪkwˈi‍əɹi/,108132
cranny,NOUN,/ˈkɹæni/,/kɹˈæni/,108086
perplex,SYM,/pɝˈpɫɛks/,/pəplˈɛks/,108072
lamentable,ADJ,/ɫəˈmɛntəbəɫ/,/lɐmˈɛntəbə‍l/,108065
destitution,NOUN,/ˈdɛstəˌtuʃən/,/dˌɛstɪtjˈuːʃən/,108007
ammeter,NOUN,/ˈæˌmitɝ/,/ˈæmiːtɐ/,107984
gladiolus,X,/ˌɡɫædiˈoʊɫəs/,/ɡlˌædɪˈə‍ʊləs/,107974
reconfirm,VERB,/ˌɹikənˈfɝm/,/ɹˌiːkənfˈɜːm/,107909
squalid,AUX,/ˈskwɑɫəd/,/skwˈɒlɪd/,107896
hippest,ADJ,/ˈhɪpəst/,/hˈɪpəst/,107893
interrogatory,ADJ,/ˌɪntɛˈɹɑɡəˌtɔɹi/,/ɪntɪɹˈɒɡətəɹˌi/,107820
semicircular,ADJ,/ˌsɛmaɪˈsɝkjəɫɝ/,/sˌɛmɪsˈɜːkjʊlɐ/,107775
trow,NOUN,/ˈtɹoʊ/,/tɹˈə‍ʊ/,107756
preachy,ADJ,/ˈpɹitʃi/,/pɹˈiːt‍ʃi/,107739
catty,NOUN,/ˈkæti/,/kˈæti/,107679
masochist,NOUN,/ˈmæsəkɪst/,/mˈæsəkˌɪst/,107660
pommel,NOUN,/ˈpɑməɫ/,/pˈɒmə‍l/,107642
eave,VERB,/ˈiv/,/ˈiːv/,107576
aquarist,NOUN,/əˈkwɛɹɪst/,/ˈækwɑːɹˌɪst/,107567
freemen,INTJ,/ˈfɹimɛn/,/fɹˈiːmɛn/,107544
pileup,NOUN,/ˈpaɪˌɫəp/,/pˈa‍ɪlʌp/,107533
duopoly,ADV,/ˈduoʊˌpɑɫi/,/djuːˈɒpəli/,107528
linnet,NOUN,/ˈɫɪnɪt/,/lˈɪnɪt/,107514
dicing,NOUN,/ˈdaɪsɪŋ/,/dˈa‍ɪsɪŋ/,107503
gaiter,NOUN,/ˈɡeɪtɝ/,/ɡˈe‍ɪtɐ/,107486
ferociously,ADV,/fɝˈoʊʃɪsɫi/,/fəɹˈə‍ʊʃəsli/,107469
unbearably,ADV,/ənˈbɛɹəbɫi/,/ʌnbˈe‍əɹəbli/,107436
gunfighter,NOUN,/ˈɡənˌfaɪtɝ/,/ɡˈʌnfa‍ɪtɐ/,107417
skimp,NOUN,/ˈskɪmp/,/skˈɪmp/,107336
laryngitis,NOUN,/ˌɫɑɹɪnˈdʒaɪtəs/,/lˌæɹɪnd‍ʒˈa‍ɪtɪs/,107296
extrication,NOUN,/ˌɛkstɹəˈkeɪʃən/,/ɛkstɹɪkˈe‍ɪʃən/,107293
blab,X,/ˈbɫæb/,/blˈæb/,107287
cashless,ADJ,/ˈkæʃɫəs/,/kˈæʃləs/,107249
stooge,NOUN,/ˈstudʒ/,/stˈuːd‍ʒ/,107215
interweave,ADJ,/ˌɪntɝˈwiv/,/ˌɪntəwˈiːv/,107073
interlocutor,NOUN,/ˌɪntɝˈɫɑkjətɝ/,/ˌɪntəlˈə‍ʊkjuːtɐ/,107071
speedier,NOUN,/ˈspidiɝ/,/spˈiːdɪɐ/,107053
agronomist,ADV,/əˈɡɹɑnəmɪst/,/ɐɡɹˈɒnəmˌɪst/,107004
bridgehead,NOUN,/ˈbɹɪdʒˌhɛd/,/bɹˈɪd‍ʒhɛd/,107000
sainthood,NOUN,/ˈseɪntˌhʊd/,/sˈe‍ɪnthʊd/,106999
laceration,NOUN,/ˌɫæsɝˈeɪʃən/,/lˌæsəɹˈe‍ɪʃən/,106998
kingly,ADV,/ˈkɪŋɫi/,/kˈɪŋli/,106992
acquit,NOUN,/əˈkwɪt/,/ɐkwˈɪt/,106959
smooch,NOUN,/ˈsmutʃ/,/smˈuːt‍ʃ/,106896
singe,NOUN,/ˈsɪndʒ/,/sˈɪnd‍ʒ/,106880
plunk,NOUN,/ˈpɫəŋk/,/plˈʌŋk/,106835
inflexibility,NOUN,/ˌɪnˌfɫɛksɪˈbɪɫɪti/,/ɪnflˌɛksɪbˈɪlɪti/,106829
akimbo,INTJ,/əˈkɪmˌboʊ/,/ɐkˈɪmbə‍ʊ/,106794
revelatory,INTJ,/ɹɪˈvɛɫəˌtɔɹi/,/ɹˈɛvɪlətəɹˌi/,106786
hieroglyphic,ADJ,/ˌhaɪɹoʊˈɡɫɪfɪk/,/hˌa‍ɪ‍əɹəɡlˈɪfɪk/,106710
motile,NOUN,/ˈmoʊtəɫ/,/mˈə‍ʊta‍ɪl/,106662
tensely,ADV,/ˈtɛnsɫi/,/tˈɛnsli/,106662
marshland,NOUN,/ˈmɑɹʃˌɫænd/,/mˈɑːʃlənd/,106649
clamour,NOUN,/ˈkɫæmɝ/,/klˈæmɐ/,106614
exportable,ADJ,/ɛkˈspɔɹtəbəɫ/,/ɛkspˈɔːtəbə‍l/,106581
unravels,NOUN,/ənˈɹævəɫz/,/ʌnɹˈævə‍lz/,106538
clampdown,NOUN,/ˈkɫæmpˌdaʊn/,/klˈæmpda‍ʊn/,106536
ghoulish,INTJ,/ˈɡuɫɪʃ/,/ɡˈuːlɪʃ/,106497
unadorned,ADJ,/ˌənəˈdɔɹnd/,/ʌnɐdˈɔːnd/,106495
arbitrariness,NOUN,/ˈɑɹbəˌtɹɛɹinəs/,/ˈɑːbɪtɹəɹinəs/,106454
jackhammer,NOUN,/ˈdʒækˌhæmɝ/,/d‍ʒˈækhæmɐ/,106427
endearment,NOUN,/ɪnˈdɪɹmənt/,/ɛndˈi‍əmənt/,106368
fealty,NOUN,/ˈfiəɫti/,/fˈiːlti/,106355
tricuspid,AUX,/tɹaɪˈkəspəd/,/tɹˈa‍ɪkəspˌɪd/,106347
vendee,NOUN,/ˈvɛnˈdi/,/vˈɛndiː/,106263
exhalation,NOUN,/ˌɛkshəˈɫeɪʃən/,/ɛkshɐlˈe‍ɪʃən/,106235
investiture,NOUN,/ˌɪnˈvɛstətʃɝ/,/ɪnvˈɛstɪt‍ʃɐ/,106159
animates,NOUN,/ˈænəˌmeɪts/,/ˈænɪmˌe‍ɪts/,106094
undeterred,ADJ,/ˌəndɪˈtɝd/,/ˌʌndɪtˈɜːd/,106085
newsman,NOUN,/ˈnuzˌmæn/,/njˈuːzmæn/,106077
ourself,PRON,/aʊɝˈsɛɫf/,/a‍ʊ‍əsˈɛlf/,106067
invariable,ADJ,/ˌɪnˈvɛɹiəbəɫ/,/ɪnvˈe‍əɹɪəbə‍l/,106028
varmint,NOUN,/ˈvɑɹmɪnt/,/vˈɑːmɪnt/,105927
ardently,ADV,/ˈɑɹdəntɫi/,/ˈɑːdəntli/,105860
bubonic,ADJ,/bjuˈbɑnɪk/,/bjuːbˈɒnɪk/,105852
granitic,ADJ,/ɡɹəˈnɪtɪk/,/ɡɹænˈɪtɪk/,105827
untried,ADJ,/ənˈtɹaɪd/,/ʌntɹˈa‍ɪd/,105821
begonias,AUX,/bɪˈɡoʊnjəz/,/bɪɡˈə‍ʊni‍əz/,105816
clouding,NOUN,/ˈkɫaʊdɪŋ/,/klˈa‍ʊdɪŋ/,105815
autocracy,NOUN,/ɔˈtɑkɹəsi/,/ɔːtˈɒkɹəsˌi/,105668
backwardness,NOUN,/ˈbækwɝdnəs/,/bˈækwədnəs/,105653
undiminished,ADJ,/ˌəndəˈmɪnɪʃt/,/ʌndɪmˈɪnɪʃt/,105642
caput,NOUN,/kəˈpʊt/,/kˈæpʊt/,105633
machiavellian,ADJ,/ˌmɑkiəˈvɛɫiən/,/mˌæki‍əvˈɛli‍ən/,105587
clammy,NOUN,/ˈkɫæmi/,/klˈæmi/,105582
indisputably,ADV,/ˌɪnˈdɪspjuˌtæˌbɫi/,/ˌɪndɪspjˈuːtəbli/,105474
desiccation,NOUN,/ˌdɛsəˈkeɪʃən/,/dˌɛsɪkˈe‍ɪʃən/,105422
acerbic,X,/əˈsɛɹbɪk/,/ɐsˈɜːbɪk/,105406
survivable,ADJ,/sɝˈvaɪvəbəɫ/,/səvˈa‍ɪvəbə‍l/,105367
fane,NOUN,/ˈfeɪn/,/fˈe‍ɪn/,105361
pragmatist,NOUN,/ˈpɹæɡmətɪst/,/pɹˈæɡmɐtˌɪst/,105358
disadvantageous,ADJ,/ˌdɪˌsædˌvænˈteɪdʒəs/,/dˌɪsɐdvɑːntˈe‍ɪd‍ʒəs/,105316
drabble,NOUN,/ˈdɹæbəɫ/,/dɹˈæbə‍l/,105301
flagella,NOUN,/fɫəˈdʒɛɫə/,/flæd‍ʒˈɛlɐ/,105272
ruminate,VERB,/ˈɹumɪˌneɪt/,/ɹˈuːmɪnˌe‍ɪt/,105204
unpalatable,ADJ,/ənˈpæɫətəbəɫ/,/ʌnpˈælətəbə‍l/,105200
biracial,ADJ,/baɪˈɹeɪʃəɫ/,/ba‍ɪɹˈe‍ɪʃə‍l/,105177
propagandist,NOUN,/ˌpɹɑpəˈɡændəst/,/pɹˌɒpɐɡˈændɪst/,105166
dualistic,ADJ,/ˌduəˈɫɪstɪk/,/djˌuːəlˈɪstɪk/,105113
pervade,NOUN,/pɝˈveɪd/,/pəvˈe‍ɪd/,105094
raspy,NOUN,/ˈɹæspi/,/ɹˈɑːspi/,105094
ovoid,ADJ,/ˈoʊˌvɔɪd/,/ˈə‍ʊvɔ‍ɪd/,105072
imbue,ADJ,/ˌɪmˈbju/,/ɪmbjˈuː/,105068
perestroika,NOUN,/ˌpɛɹəˈstɹɔɪkə/,/pˈɛɹɪstɹˌɔ‍ɪkɐ/,105042
archduke,NOUN,/ˈɑɹtʃˌduk/,/ˌɑːt‍ʃdjˈuːk/,105022
redistributive,ADJ,/ɹidɪˈstɹɪbjətɪv/,/ɹˌiːdɪstɹˈɪbjuːtˌɪv/,105017
trombonist,NOUN,/ˌtɹɑmˈboʊnɪst/,/tɹɒmbˈə‍ʊnɪst/,104968
egotism,NOUN,/ˈiɡəˌtɪzəm/,/ˈɛɡətˌɪzəm/,104956
nonconformity,NOUN,/ˌnɑnkənˈfɔɹməti/,/nˌɒnkənfˈɔːmɪti/,104941
motherless,ADJ,/ˈməðɝɫɪs/,/mˈʌðələs/,104929
svelte,NOUN,/ˈsvɛɫt/,/svˈɛlt/,104882
brainpower,NOUN,/ˈbɹeɪnˌpaʊɝ/,/bɹˈe‍ɪnpa‍ʊɐ/,104881
wheeze,NOUN,/ˈhwiz/,/wˈiːz/,104875
smasher,ADJ,/ˈsmæʃɝ/,/smˈæʃɐ/,104860
longish,INTJ,/ˈɫɔŋɪʃ/,/lˈɒŋɡɪʃ/,104854
focaccia,NOUN,/foʊˈkɑˌtʃiə/,/fə‍ʊkˈæksi‍ə/,104852
angiogram,NOUN,/ˈænˌdʒioʊˌɡɹæm/,/ˈæŋɡɪˌɒɡɹæm/,104846
avidly,ADV,/ˈævədɫi/,/ˈævɪdli/,104810
headmistress,NOUN,/ˈhɛdˌmɪstɹəs/,/hɛdmˈɪstɹəs/,104798
showpiece,NOUN,/ˈʃoʊˌpis/,/ʃˈə‍ʊpiːs/,104797
confectioner,NOUN,/kənˈfɛkʃənɝ/,/kənfˈɛkʃənɐ/,104785
buffoon,NOUN,/bəˈfun/,/bʌfˈuːn/,104738
achy,ADJ,/ˈeɪki/,/ˈe‍ɪki/,104729
seductively,ADV,/səˈdəktɪvɫi/,/sɪdˈʌktɪvli/,104724
unalienable,ADJ,/əˈneɪɫiˌɛnəbəɫ/,/ʌnˈe‍ɪli‍ənəbə‍l/,104697
arum,NOUN,/ˈɛɹəm/,/ˈæɹəm/,104652
acrid,AUX,/ˈækɹɪd/,/ˈækɹɪd/,104638
uninhabitable,ADJ,/ˌənɪnˈhæbətəbəɫ/,/ˌʌnɪnhˈæbɪtəbə‍l/,104626
matey,NOUN,/ˈmeɪti/,/mˈe‍ɪti/,104596
understate,NOUN,/ˈəndɝˌsteɪt/,/ˌʌndəstˈe‍ɪt/,104574
ingeniously,ADV,/ˌɪnˈdʒinjəsɫi/,/ɪnd‍ʒˈiːnɪəsli/,104570
discounter,NOUN,/ˈdɪsˌkaʊntɝ/,/dˈɪska‍ʊntɐ/,104474
procreate,VERB,/ˈpɹoʊkɹiˈeɪt/,/pɹˌɒkɹiːˈe‍ɪt/,104450
hardener,NOUN,/ˈhɑɹdənɝ/,/hˈɑːdənɐ/,104433
paternalism,NOUN,/pəˈtɝnəˌɫɪzəm/,/pətˈɜːnəlˌɪzəm/,104426
surrealistic,ADJ,/sɝˌiˈɫɪstɪk/,/səɹi‍əlˈɪstɪk/,104405
measurably,ADV,/ˈmɛʒɝəbɫi/,/mˈɛʒəɹəbli/,104399
hawkish,ADJ,/ˈhɔkɪʃ/,/hˈɔːkɪʃ/,104393
amadou,NOUN,/ˈæməˌdu/,/ˈæmɐdˌuː/,104354
legionnaire,NOUN,/ˈɫidʒəˌnɛɹ/,/lˌiːd‍ʒənˈe‍ə/,104353
plummets,NOUN,/ˈpɫəməts/,/plˈʌmɪts/,104346
rutile,NOUN,/ˈɹutiɫ/,/ɹˈuːta‍ɪl/,104251
demeanour,NOUN,/dɪˈminɝ/,/dɪmˈiːnɐ/,104247
misogyny,NOUN,/ˈmɪzədʒɪni/,/mɪsˈɒd‍ʒɪni/,104217
fibula,NOUN,/ˈfɪbjəɫə/,/fˈɪbjʊlɐ/,104206
excruciatingly,ADV,/ˌɛksˈkɹusiˌeɪtɪŋɫi/,/ɛkskɹˈuːʃɪˌe‍ɪtɪŋli/,104178
unceremoniously,ADV,/ˌənˌsɛɹəˈmoʊniəsɫi/,/ʌnsˌɛɹɪmˈə‍ʊnɪəsli/,104166
genuineness,NOUN,/ˈdʒɛnjəwənɪs/,/d‍ʒˈɛnjuːɪnnəs/,104138
frictionless,ADJ,/ˈfɹɪkʃənɫəs/,/fɹˈɪkʃənləs/,104032
brouhaha,INTJ,/ˈbɹuhɑˌhɑ/,/bɹa‍ʊhˈɑːhɐ/,104024
dearer,NOUN,/ˈdɪɹɝ/,/dˈi‍əɹɐ/,103992
minutely,ADV,/ˈmɪnətɫi/,/ma‍ɪnjˈuːtli/,103948
crista,NOUN,/ˈkɹɪstə/,/kɹˈɪstɐ/,103940
seditious,ADJ,/sɪˈdɪʃəs/,/sɛdˈɪʃəs/,103916
inarticulate,VERB,/ˌɪnɑɹˈtɪkjəɫət/,/ɪnɑːtˈɪkjʊlˌe‍ɪt/,103901
milady,INTJ,/mɪˈɫeɪˌdi/,/mˈɪle‍ɪdi/,103863
labyrinthine,NOUN,/ˌɫæbɝˈɪnˌθin/,/lˌæbəɹˈɪnθiːn/,103847
toxicologist,NOUN,/ˌtɑksɪˈkɑɫədʒɪst/,/tˌɒksɪkˈɒləd‍ʒˌɪst/,103842
gunboat,NOUN,/ˈɡənˌboʊt/,/ɡˈʌnbə‍ʊt/,103764
eruptive,ADJ,/ˌiˈɹəptɪv/,/ɪɹˈʌptɪv/,103660
disentangle,NOUN,/ˌdɪsənˈtæŋɡəɫ/,/dˌɪsɛntˈæŋɡə‍l/,103583
belie,NOUN,/bɪˈɫaɪ/,/bɪlˈa‍ɪ/,103562
fortieth,NOUN,/ˈfɔɹtiɪθ/,/fˈɔːti‍əθ/,103519
adulterous,ADJ,/əˈdəɫtɝəs/,/ɐdˈʌltəɹəs/,103514
slyly,ADV,/ˈsɫaɪɫi/,/slˈa‍ɪli/,103507
spangle,NOUN,/ˈspæŋɡəɫ/,/spˈæŋɡə‍l/,103503
unfazed,ADJ,/ənˈfeɪzd/,/ʌnfˈe‍ɪzd/,103480
opine,NOUN,/oʊˈpaɪn/,/ə‍ʊpˈa‍ɪn/,103450
haberdashery,NOUN,/ˈhæbɝˌdæʃɝi/,/hˈæbədˌæʃəɹi/,103437
figuration,NOUN,/ˌfɪɡjɝˈeɪʃən/,/fˌɪɡjʊɹˈe‍ɪʃən/,103403
moleskin,NOUN,/ˈmɔɫɛˌskɪn/,/mˈə‍ʊlskɪn/,103382
deferential,ADJ,/ˌdɛfɝˈɛnʃəɫ/,/dˌɛfəɹˈɛnʃə‍l/,103380
tarter,NOUN,/ˈtɑɹtɝ/,/tˈɑːtɐ/,103373
browner,NOUN,/ˈbɹaʊnɝ/,/bɹˈa‍ʊnɐ/,103357
unbalance,NOUN,/ənˈbæɫəns/,/ʌnbˈæləns/,103348
coterie,NOUN,/ˈkoʊtɝi/,/kˈə‍ʊtəɹi/,103331
jailing,NOUN,/ˈdʒeɪɫɪŋ/,/d‍ʒˈe‍ɪlɪŋ/,103297
magnanimous,ADJ,/mæɡˈnænəməs/,/mæɡnˈænɪməs/,103266
satanist,ADJ,/ˈseɪtənɪst/,/sˈe‍ɪtənˌɪst/,103240
plait,NOUN,/ˈpɫeɪt/,/plˈe‍ɪt/,103227
guttural,ADJ,/ˈɡətɝəɫ/,/ɡˈʌtəɹə‍l/,103216
dyad,NOUN,/ˈdaɪˌæd/,/dˈa‍ɪæd/,103213
uncharacteristic,ADJ,/ˌənˌkɛɹɪktɝˈɪstɪk/,/ʌnkˌæɹɪktəɹˈɪstɪk/,103103
namer,NOUN,/ˈneɪmɝ/,/nˈe‍ɪmɐ/,103097
accumulative,ADJ,/əkˈjumjəˌɫeɪtɪv/,/ɐkjˈuːmjʊlətˌɪv/,103072
kilobyte,NOUN,/ˈkɪɫoʊˌbaɪt/,/kˈɪləbˌa‍ɪt/,103058
unreality,NOUN,/ˌənɹiˈæɫəti/,/ʌnɹɪˈælɪti/,103023
lath,NOUN,/ˈɫæθ/,/lˈɑːθ/,102938
whiten,ADV,/ˈhwaɪtən/,/wˈa‍ɪtən/,102897
benzine,NOUN,/ˈbɛnzin/,/bˈɛnziːn/,102888
hailstorm,NOUN,/ˈheɪɫˌstɔɹm/,/hˈe‍ɪlstɔːm/,102863
virile,NOUN,/ˈvɪɹəɫ/,/vˈɪɹa‍ɪl/,102787
washboard,X,/ˈwɑʃˌbɔɹd/,/wˈɒʃbɔːd/,102776
poignancy,NOUN,/ˈpɔɪnjənsi/,/pˈɔ‍ɪnjənsi/,102767
shrift,NOUN,/ˈʃɹɪft/,/ʃɹˈɪft/,102762
sizzler,NOUN,/ˈsɪzɫɝ/,/sˈɪzlɐ/,102749
pirating,NOUN,/ˈpaɪɹətɪŋ/,/pˈa‍ɪɹətɪŋ/,102724
parishioner,NOUN,/pɝˈɪʃənɝ/,/pˈæɹɪʃənɐ/,102697
hoarseness,NOUN,/ˈhɔɹsnəs/,/hˈɔːsnəs/,102666
meritocracy,NOUN,/mɛɹɪˈtɔkɹəsi/,/mˌɛɹɪtˈɒkɹəsi/,102659
machismo,INTJ,/məˈkɪzmoʊ/,/mɐt‍ʃˈɪzmə‍ʊ/,102645
poring,NOUN,/ˈpɔɹɪŋ/,/pˈɔːɹɪŋ/,102635
docker,NOUN,/ˈdɑkɝ/,/dˈɒkɐ/,102615
gild,NOUN,/ˈɡɪɫd/,/ɡˈɪld/,102508
debonair,NOUN,/ˌdɛbəˈnɛɹ/,/dˈɛbənˌe‍ə/,102492
indignantly,ADV,/ˌɪnˈdɪɡnəntˌɫi/,/ɪndˈɪɡnəntli/,102487
awesomely,ADV,/ˈɑsəmɫi/,/ˈɔːsʌmli/,102469
bucolic,ADJ,/bjuˈkɑɫɪk/,/bjuːkˈɒlɪk/,102454
disaffection,NOUN,/ˌdɪsəˈfɛkʃən/,/dˌɪsɐfˈɛkʃən/,102440
unaddressed,ADJ,/ˌənəˈdɹɛst/,/ʌnɐdɹˈɛst/,102384
sonogram,NOUN,/ˈsɔnəˌɡɹæm/,/sˈɒnəɡɹˌæm/,102362
decouple,NOUN,/diˈkəpəɫ/,/dɪkˈʌpə‍l/,102351
apotheosis,NOUN,/əˌpɑθiˈoʊsəs/,/ɐpˌɒθiːˈə‍ʊsɪs/,102324
imbroglio,INTJ,/ˌɪmˈbɹoʊɫˌjoʊ/,/ɪmbɹˈɒɡlɪˌə‍ʊ/,102311
absorbency,NOUN,/əbˈzɔɹbənsi/,/ɐbsˈɔːbənsi/,102305
microclimate,NOUN,/ˈmaɪkɹoʊˌkɫaɪmət/,/mˌa‍ɪkɹə‍ʊklˈa‍ɪmət/,102300
illiquid,AUX,/ˌɪˈɫɪkwɪd/,/ɪlˈɪkwɪd/,102237
stratagem,NOUN,/ˈstɹætədʒəm/,/stɹˈæte‍ɪd‍ʒəm/,102226
